EPS Gr %,EPS Qtr Gr %,Rev Gr %
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,0.226
,,
,,
,,
,,
,,
,,
,,
,,
,,0.717
,,
,,
0.11,0.313,0.117
,,
,,
,,
,,
,,-0.035
,,
,,
,,
,,
,,
,,
,,-0.039
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-0.267,-0.261,0.131
0.941,0.955,0.068
,,
15.899,82.871,
,,
,,
,,
,,
,,-0.423
,,
,,
,,
,,
0.072,0.032,0.042
,,
,,
0.072,0.032,0.042
0.072,0.032,0.042
0.072,0.032,0.042
0.072,0.032,0.042
0.072,0.032,0.042
,,
,,
,,
,,
,,0.057
,,0.057
,,
,,
0.198,0.283,0.176
,,0.456
,,
,,
,,0.456
,,-0.045
,,
,,
,,-0.033
,,
,3.0,-0.042
,3.0,-0.042
,,
,,
,,-0.05
-0.65,-0.431,0.345
5.095,7.47,0.207
,,
,,
,,
0.144,0.132,0.033
0.144,0.132,0.033
,,
,,
,,
-0.203,-0.222,-0.02
,,
,,
,,-0.25
,,
,,
,,
,,
,,
,,
,,
,,0.398
,,0.398
,,0.398
,,-0.59
,,0.398
,,0.398
,,
,,
,,
,,
,,
,,
,,-0.215
,,
,,
,,0.316
,,
,,
,,1.715
,,
,,0.537
,,-0.317
,,
,,0.29
,,
,,
,,
,,0.524
,,0.524
,,0.219
,,0.128
0.295,0.986,0.874
,,0.147
,,0.147
,,0.147
,,0.147
,,
,,
,,
,,
,,
,,
,,
,,
,,1.404
,,
,,
,,
,,-0.396
,,
,,
,,
-0.089,0.034,0.224
-0.089,0.034,0.224
,,-0.135
,,
,,
,,
,,
2.588,1.832,-0.281
,,0.028
-0.213,-0.213,
,,
,,
-0.273,-0.156,-0.015
-0.273,-0.156,-0.015
-0.273,-0.156,-0.015
-0.273,-0.156,-0.015
,,0.076
-0.213,-0.213,
,,-0.141
,,-0.141
,,-0.141
,,
,-0.26,-0.193
,,
,,
,,
,,
0.002,0.048,0.229
,,-0.703
2.343,0.313,
2.343,0.313,
,,
,,
,,
,,
,,
,,
,,
,,
0.015,0.015,0.144
,,0.027
,,0.027
-0.705,-0.571,
,,
,,
,,
,,
,,
-0.344,-0.209,-0.097
,,
,,
,,
,,-0.089
-0.584,-0.509,-0.128
,,
,,
,,
,,
,,
,,
,0.734,-0.025
-0.838,-0.813,
,,
,,
-0.478,-0.425,0.184
-0.478,-0.425,0.184
,,
,,
,,
,,
,,
,,
,,-0.206
,,
,,-0.024
,,-0.024
,,-0.024
,,
,,72.505
,,
,,-0.028
,,
15.899,82.871,
,,
,,0.077
,,-0.014
-0.086,-0.115,-0.072
,,0.228
-0.136,-0.131,0.059
0.442,0.423,0.172
,,
,,
,,
,,
,,
,,-0.247
,,0.048
,,
,,
,,-0.059
,,
,,
,,
,,0.215
,,
,,
0.93,0.92,0.041
,,0.876
,,
,,-0.063
,,
,,-0.585
,,
,,
33.272,34.406,-0.108
,,
,,-0.106
,,1.074
,,-0.613
,,
,,
,,4.465
,,4.465
,,4.465
,,
,,1.835
0.538,0.53,0.092
,,
,,
,,2.171
,,
,,
1.2,0.781,0.16
,,
,,
0.341,0.914,0.501
,,
,,-0.055
,,-0.555
,,0.087
,,3.137
,,
,,
,,
,,-0.278
,0.376,0.123
,,136.32
,,
0.419,0.447,0.045
,,7.618
,,
,,
,,-0.05
,,
,,1.003
,,
,,
,,
-0.097,0.521,0.399
-0.097,0.521,0.399
-0.097,0.521,0.399
,,0.472
,,
,,
,,
,,0.083
,,
,,-0.395
,,
,,
,,0.025
-0.879,-0.867,-0.183
,,
,,
0.724,3.976,
0.724,3.976,
,,
,,-0.206
,,
,,
,,
0.029,-0.302,
0.029,-0.302,
,,
,,-0.071
,,-0.019
,,
,,
,,
-0.615,-0.691,
,,
,,
,,0.453
0.052,0.048,0.117
-0.265,-0.265,
,,0.164
,,0.35
,,
-0.246,-0.254,0.303
,,-0.326
,,-0.326
,,
,,
,,
,,
,,
,,
0.636,0.596,0.248
0.167,0.182,0.066
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,3.362
,,
,,15.967
,,-0.266
,,
,,
,,
,,0.277
,,
,,
,,
,,
,,
,,
,,
,,
,,-0.173
,,
,,-0.774
,,
,,
,,-0.818
,,
,-0.262,0.149
,-0.262,0.149
,-0.262,0.149
0.106,0.733,0.678
,,
,,
,,
,,
,,
,,
0.396,0.299,0.04
,,
,,
,,-0.091
,,
,,
,,
0.087,0.151,0.147
,,0.109
,,
,,
,,0.463
-0.942,-0.945,
-0.942,-0.945,
,,-0.236
,,
,,
,,
,,
,,7.401
,,0.156
-0.799,-0.78,0.229
,,
,,
,,4.221
-0.05,-0.062,0.05
-0.05,-0.062,0.05
,,
,,
,,
,,
,,
,,
,,
,,1.111
,,
,,
,,
,,
,,
,,
,,
,,
-0.346,-0.357,-0.16
-0.773,-0.879,
-0.773,-0.879,
-0.773,-0.879,
0.137,0.104,0.056
0.137,0.104,0.056
,,
,,
226.576,5.326,-0.223
,,
,,
226.576,5.326,-0.223
,,0.047
,,
-0.338,-0.308,0.016
-0.338,-0.308,0.016
-0.338,-0.308,0.016
-0.49,-0.49,-0.021
,0.106,0.067
,,
,,
,,
,,
226.576,5.326,-0.223
,,
,,
,,
,,
,,
226.576,5.326,-0.223
,,
,,
,,
,,
,,
-0.338,-0.308,0.016
-0.338,-0.308,0.016
-0.338,-0.308,0.016
-0.338,-0.308,0.016
-0.338,-0.308,0.016
-0.338,-0.308,0.016
-0.338,-0.308,0.016
-0.338,-0.308,0.016
-0.338,-0.308,0.016
,,
0.8,0.665,-0.012
,,
,,
0.145,0.131,0.123
,,
,,
,,
,,6.544
,,
,,
,,
,,
,,
,,0.299
,,0.299
,,
,,
,,
,,
,,
,,
0.057,0.062,0.013
0.057,0.062,0.013
0.057,0.062,0.013
,,
0.057,0.062,0.013
0.057,0.062,0.013
,,
,,
,,
,,
,,0.758
,,
,,
,,-0.416
,,
,,
,,
,,
,,0.152
,,
-0.199,-0.199,
0.588,0.561,0.217
0.213,0.252,0.14
,,
,,
,,0.312
,,
,,
,,
0.233,0.323,0.083
0.233,0.323,0.083
0.233,0.323,0.083
0.233,0.323,0.083
,,0.823
,,
0.217,0.164,0.131
0.217,0.164,0.131
0.217,0.164,0.131
,,
,,
,,
,,
,,
,,
,,
,,
-0.306,-0.236,0.219
,,
,,
-0.318,-0.258,0.058
,,
,,
,,14.032
,,
,,
,,0.142
,,0.142
,,
0.102,0.111,0.077
0.102,0.111,0.077
,,0.032
,,
,,1.001
,,100.165
,,-0.071
,,
,,
,,
0.09,0.967,
,,
,,
,,
-0.504,-0.495,-0.093
-0.504,-0.495,-0.093
-0.504,-0.495,-0.093
-0.18,-0.198,0.049
,,-0.039
,,0.116
,,0.253
,,
,,
,,
,,
,,
,,
0.386,0.361,0.05
,,
,,
-0.856,-0.829,0.131
,,
,,
,,-0.093
,,
,,
,,
,,
,,
0.365,0.674,
,,0.486
,,-0.626
,,-0.248
,,
,,
-0.5,-0.481,0.049
,,
,,
,,
-0.082,-0.114,0.063
,,-0.937
,,0.957
,,1.135
,,
-0.195,-0.229,-0.027
,,
,,0.0
,,
,,
,,-0.162
-0.109,-0.187,-0.045
-0.109,-0.187,-0.045
,,
,,
,,
,,
0.975,0.856,0.184
,,
,,-0.799
-0.4,-0.322,-0.221
0.705,0.624,-0.071
0.705,0.624,-0.071
-0.025,-0.04,-0.045
7.5,1.5,-0.39
7.5,1.5,-0.39
7.5,1.5,-0.39
0.705,0.624,-0.071
0.705,0.624,-0.071
0.705,0.624,-0.071
,,0.624
-0.263,-0.264,-0.122
,,
,,
,,-0.183
,,
,,
,,
,,
,,0.221
0.342,0.314,0.037
,,
,,
0.081,0.079,0.085
,,-0.81
,,-0.81
,,-0.81
,,-0.81
,,-0.81
4.284,16.36,
0.784,0.677,0.026
0.784,0.677,0.026
,,
,,-0.062
,,
,,-0.062
0.27,0.218,0.097
,,
,,
,,
0.466,0.42,0.303
,,
,,-0.221
,,
,,
,,
,,2.083
0.803,-0.064,-0.059
,,-0.015
,,-0.015
,,
,,-0.156
,,
,,
,,
-0.793,-0.852,
-0.793,-0.852,
-0.793,-0.852,
,,
,,
,,-0.017
,,
0.613,0.504,0.238
,,
0.613,0.504,0.238
,-0.404,0.034
,-0.404,0.034
,,
-0.586,-0.539,-0.194
-0.586,-0.539,-0.194
,,
,,
-0.173,-0.101,0.15
,,
,,
,,
-0.31,-0.215,-0.071
,,
,,
,,
,,
0.332,0.993,-0.023
,,
,,
,,
-0.098,-0.119,-0.272
,,
,,
,,
,,
,,
,,21.171
,,
,,
0.134,0.158,0.054
,,
0.134,0.158,0.054
0.134,0.158,0.054
,,2.753
,,2.753
,,
-0.133,-0.115,-0.034
-0.133,-0.115,-0.034
,,
-0.133,-0.115,-0.034
,,
0.17,0.151,0.111
,,
,,
0.33,0.211,0.053
0.33,0.211,0.053
0.33,0.211,0.053
,,
0.17,0.151,0.111
0.17,0.151,0.111
0.17,0.151,0.111
0.468,0.429,-0.177
,,
,,
,,
,,
,,
,,0.605
,,1.699
,,
,,
,,
,,
,,
,,
,,
,,
,,0.534
,,-0.858
,,
,,-0.364
0.947,0.753,0.3
,,0.028
,,
,,
,,
,,
-0.159,-0.106,0.125
,,
,-0.704,0.194
,,
,-0.704,0.194
,,-0.361
,,
,,
,,
,,
,,
,,
,,22.25
0.183,0.19,0.097
,,
,,
,,0.304
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,7.043
,,
,,
,,
,,
,,
,,
,,
0.089,0.077,0.094
,,
,,
,,
,,-0.437
,,
,,
,,
,,
,,
,,
,,
-0.392,-0.133,0.11
,,1.149
,,
0.885,0.715,0.139
,,
0.885,0.715,0.139
,,
,,
,,
,,
-0.137,-0.13,0.125
,,
-0.137,-0.13,0.125
,,
,,
,,
0.657,0.569,0.201
,,
,,0.908
,,0.308
,,0.205
,,
,,
-0.654,-0.758,
-0.654,-0.758,
,,1.606
,,
,,-0.223
,,
,,
,,6.094
,,
,,0.217
-0.267,-0.197,-0.155
,,
,,3.487
,,0.107
,,0.107
-0.318,-0.349,
,,
,,
,,
,,
,,
-0.292,-0.339,0.035
,,
,,
,,
-0.309,-0.166,-0.168
,,
,,
,,
0.172,0.171,0.531
,,
,,
,,
0.179,0.112,0.052
-0.35,-0.346,-0.088
,,
,,
,,0.303
,,
,,
,,
,,
,,
,,0.055
,,
,,
0.875,0.609,0.078
0.875,0.609,0.078
,,0.891
,,
0.308,0.411,0.05
,,
,,
,,
,,
,,
,,
,,
,,
0.362,1.145,0.777
,,
-0.148,-0.149,-0.155
,,
,,0.104
,,0.105
,,
,,-0.07
,,
,,
,,-0.187
,,
,,
,,
,,
,,
,,
,,
,,-0.366
,,
,,
,,
,,
,,
,,
,,
,,-0.483
,,
-0.021,-0.025,0.233
,,-0.355
,,
56.25,12.023,0.696
,,0.115
,,
,,
,,
,,
,,
,,-0.119
,,
,,-0.036
,,
,,
,,1.499
-0.505,-0.652,
-0.505,-0.652,
2.125,1.982,0.429
,,
,,-0.263
,,
,,
,,-0.134
,,
0.263,0.251,0.035
0.263,0.251,0.035
,,0.078
,,
,,
,,0.761
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,0.282
,,
,,
,,
,,
0.998,0.805,-0.045
13.786,11.867,0.126
,,
,,
,,
,,
0.8,0.573,0.229
,,
,,
,,
,,
,,-0.33
,,
,,
,,
,,
,,-0.74
,,
,,0.05
,,
,,
-0.727,-0.588,0.05
-0.727,-0.588,0.05
,,
,,
-0.889,-0.939,
-0.889,-0.939,
,,
,,
,,0.787
,,0.315
,,-0.078
,,0.634
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,-0.564
,,
,,
,,
,,
,,-0.827
,,
,,
,,
,,0.133
-0.584,-0.584,
-0.584,-0.584,
,,
,,
,,
,,
,,-0.034
,,
,,1.311
0.489,0.607,0.229
-0.348,-0.328,-0.089
,,
,,
,,
,,
,,-0.883
,,
,,-0.313
5.867,5.372,0.058
5.867,5.372,0.058
,,
,0.005,0.309
,,
,,
,1.876,0.067
,,
,,-0.665
,,
,,
-0.699,-0.673,0.113
,,1.013
,,39.878
,,
,,
-0.144,-0.174,-0.106
-0.144,-0.174,-0.106
-0.144,-0.174,-0.106
-0.144,-0.174,-0.106
,,
,,
,,
,,
,,-0.323
,,
,,
,,
,,
,,
,,
,,-0.282
,,0.982
,,0.0
,,
7.38,28.594,
,,
,,
,,
,,0.078
-0.724,-0.659,-0.096
-0.724,-0.659,-0.096
-0.52,-0.213,0.593
,,2.042
,,
,,0.233
,,
,,
,,
,,
0.186,0.148,0.427
,,
,,
,,
,,
,,
9.844,9.558,0.111
,,3.302
2.121,2.242,-0.173
-0.192,-0.165,-0.215
,,
-0.618,-0.717,
-0.618,-0.717,
-0.94,-0.641,0.038
,,
,,
,,
,,
0.086,0.045,0.044
0.086,0.045,0.044
0.161,0.173,0.312
,,
0.161,0.173,0.312
0.161,0.173,0.312
0.161,0.173,0.312
,,
,,
0.161,0.173,0.312
0.161,0.173,0.312
,,
0.161,0.173,0.312
,,
,,-0.004
,,0.368
0.309,0.398,0.108
,,
0.161,0.173,0.312
,,-0.104
,,2.829
0.133,0.131,0.081
0.133,0.131,0.081
0.133,0.131,0.081
,,
,,
0.969,0.964,0.061
,,
,,
,,1.363
-0.333,-0.295,-0.019
,,
-0.78,-0.654,
-0.78,-0.654,
-0.78,-0.654,
,,
,,
,,
,,-0.471
,,
1.529,1.516,0.417
,,0.765
,,
,,0.087
-0.003,-0.011,0.2
,,1.995
,,
,,
,,
,,
,,
,,
,,
,,
,,1.071
,,0.308
,,
,,
,,-0.174
-0.597,-0.503,-0.156
,,
,,
,,
,,-0.816
-0.597,-0.503,-0.156
-0.597,-0.503,-0.156
,,0.288
,0.228,0.156
,0.228,0.156
,,
0.241,0.25,0.104
,,
0.241,0.25,0.104
0.241,0.25,0.104
,,
,,
,0.072,0.028
,,
0.401,0.551,0.197
,,
,,
,,1.135
,,0.514
,,0.305
,,
,,
,,
,,
-0.616,-0.416,0.026
-0.616,-0.416,0.026
,,-0.008
,,9.262
-0.653,-0.586,
,,0.591
,,0.591
0.389,0.388,0.121
,,
,3.63,-0.116
,,
-0.95,-0.95,
,,
,,
,,
,,
,,-0.342
,,
,,-0.342
,,
,,
,,
,-0.219,0.016
,-0.219,0.016
,-0.219,0.016
,-0.219,0.016
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,-0.443
,,-0.443
,,-0.443
,,0.829
,,
,,
,,-0.059
-0.255,-0.219,-0.116
,,
,,
,,
,,0.133
,,0.498
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.126,2.216,0.023
,,0.088
,,0.088
,,-0.423
,,
,,
,,
,,
0.037,0.033,0.068
0.037,0.033,0.068
,,
,,
,,
,,
,,
,,
,,
0.859,0.874,0.158
,,
,,
,,
,,
,,
,,
,,
,,-0.006
,,0.269
,,0.269
,,0.269
,,
,,
,,
,,0.134
,,
,,
,,-0.049
,,
,,1.63
-0.055,-0.021,0.024
,,
,,
,,
,,
,,0.268
,,
,,
,,0.147
,,2.875
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,0.952
,,
,,
,,
,,
,,
,,
,,
-0.341,-0.341,
-0.341,-0.341,
,,
,,
,,
,,
0.828,0.658,0.127
,,
,,
,,
,,0.367
,,
,,
,,1.201
,,0.223
,,
,,-0.074
19.564,13.951,-0.081
19.564,13.951,-0.081
,,
,,
,,-0.017
,,-0.45
,,
-0.33,-0.201,-0.235
,,
,,
,,
,,
,,
,,
,,0.946
,,2.573
0.203,0.119,0.019
,,
0.203,0.119,0.019
,,
,,
0.203,0.119,0.019
-0.509,-0.53,-0.268
,,-0.203
,,-0.332
,,
,,
,,0.456
,,
,,-0.842
,,
,,-0.587
,,-0.587
,,-0.867
,,
0.473,0.425,0.205
,,0.145
,,0.145
,,0.145
,,
,,
,,
,,
,,
,,
,,-0.488
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-0.131,-0.131,0.025
0.383,0.416,0.291
,-0.296,0.156
,-0.296,0.156
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.692,0.891,0.227
,,-0.376
2.715,-0.081,
2.715,-0.081,
,,-0.117
,,
,,
,,
,,
,,
,,
0.528,0.259,0.36
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-0.445,-0.133,0.168
,,
,,
,,
,,0.53
,,
,,0.142
,,0.497
0.466,0.373,
0.466,0.373,
0.466,0.373,
,,-0.045
,,-0.045
,,665.407
,,0.012
,,
,,0.637
,,
,,
,,
,,
,,0.009
,,-0.276
,,
0.028,0.686,
0.028,0.686,
,,-0.342
,,0.23
,,
,,0.22
,,
,,
,,
,,
,,
,,
,,
,,-0.08
,,
,,
,,0.523
,,
,,
,,
,,-0.239
,,-0.239
,,
,,0.178
,,
,,
,,
,,
,,0.184
,,
,,
,,
-0.963,-0.913,0.311
,,
-0.437,-0.686,
-0.437,-0.686,
,-0.915,-0.005
59.244,8.097,0.418
,,
,,
,,2.054
,,
,,
,,
,,
,,1.739
,,
-0.122,-0.038,0.168
,,
0.019,0.044,0.042
0.181,0.141,-0.006
,,0.183
,,
-0.353,-0.302,-0.023
-0.353,-0.302,-0.023
0.137,0.093,0.055
0.137,0.093,0.055
-0.123,-0.445,0.175
,,
,,-0.362
0.273,0.214,0.088
,,
,,
,,
,,
,,
,,
,,-0.42
,,
,,
,,
,,
,,
,,-0.849
,,
,,
,,
,,
,,
,,
,,0.087
,,0.192
,,
,,
,,
-0.109,-0.107,0.027
,,
,,
,,
,,
,,
,0.222,0.371
0.326,0.332,0.083
,,
,,0.081
,,
,,
,,
,,0.092
,,-0.684
,,1.131
,,
,,
,,1.252
,,1.252
,,-0.4
,,
,,-0.464
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.039,0.031,0.068
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
