Op CF,FCF,Op CF M,FCF M
38620999680.0,,0.7699868646751222,
2846000128.0,751374976.0,0.17131162915236064,0.04522813262602772
38620999680.0,,0.7699868646751222,
2900024064.0,2083464320.0,0.50544281967391,0.3631252904633779
1019000000.0,249875008.0,0.24727008391780766,0.06063455760267209
18691999744.0,9843125248.0,0.3646365597116516,0.19201601628491963
28201000960.0,10905249792.0,0.15071158970222584,0.058279758742726125
28201000960.0,10905249792.0,0.15071158970222584,0.058279758742726125
6193999872.0,4571874816.0,0.15488871253476325,0.11432544700581286
18691999744.0,9843125248.0,0.3646365597116516,0.19201601628491963
19638999040.0,,0.8261052161844811,
131806846976.0,-13380067328.0,0.1602478850474191,-0.016267193550988174
4062000128.0,2308250112.0,0.15629690476890318,0.08881642948536955
9856000000.0,4991499776.0,0.40405032640969485,0.2046283597571752
3732800000.0,1797137536.0,0.19836325976546493,0.09550098046716556
8556000256.0,3433874944.0,0.19335593183626776,0.07760169118049308
,,,
15200000000.0,1219874944.0,0.44953124282642776,0.03607709866244335
9269000192.0,9270750208.0,0.36212689870665393,0.3621952693888893
7704999936.0,3420375040.0,0.26928319854763993,0.11953920034448029
1471210979328.0,,0.14966126759196227,
4753084928.0,,0.22189960984700793,
1471210979328.0,,0.14966126759196227,
-30289999872.0,,-0.4868522586033875,
9269000192.0,9270750208.0,0.36212689870665393,0.3621952693888893
19434000384.0,,0.41339261559452817,
-9143000064.0,,-0.11779483620539166,
6173263872.0,4422444032.0,0.33485577753577556,0.2398862199396051
11214000128.0,8784499712.0,0.24517906410099347,0.19206129778845735
31210000384.0,3575500032.0,0.25132061892529806,0.02879195353904367
6454199808.0,1981612544.0,0.23554269973893072,0.07231792977213801
4939700224.0,3516012544.0,0.24024727521345182,0.1710047968514773
11214000128.0,8784499712.0,0.24517906410099347,0.19206129778845735
4162209024.0,3355215104.0,0.40072122593769277,0.32302700369128395
,,,
15191000064.0,10163999744.0,0.2595864740725363,0.17368421071050832
15191000064.0,10163999744.0,0.2595864740725363,0.17368421071050832
4624999936.0,3242125056.0,0.13774720057560658,0.09656079060755078
4624999936.0,3242125056.0,0.13774720057560658,0.09656079060755078
,,,
8472000000.0,-3821750016.0,0.351593625498008,-0.15860516334661354
15466999808.0,4372125184.0,0.28787059845250196,0.08137365415730761
19819999232.0,7256875008.0,0.3337486856430667,0.12219841521919284
7145999872.0,,0.20894736155026172,
4081903104.0,2753067008.0,0.3357888030681178,0.22647501712540513
8876000256.0,7045499904.0,0.4381262705858924,0.34777135064480813
3697999872.0,3720124928.0,0.07985488648943544,0.08033265660750114
2613188096.0,2066642688.0,0.2816595891450409,0.2227507967385456
14000000000.0,12818124800.0,0.243537556428125,0.22297819941305344
1226139008.0,1938772352.0,0.1970867560946384,0.31163379614267395
2700000000.0,,0.08605029038625331,
2700000000.0,,0.08605029038625331,
,,,
4563723776.0,919825856.0,0.23549543662883954,0.0474644834379249
,,,
15143000064.0,,2.686357911694036,
2188000000.0,-775750016.0,0.1839428321334728,-0.06521647850577095
12926000128.0,2001250048.0,0.2004745908176849,0.031038200566593115
5071000064.0,3821625088.0,0.07058348356104091,0.05319337569925724
9219999744.0,-1096749952.0,0.3250713890072879,-0.0386683340769425
4917000192.0,4343499776.0,0.19058878948030225,0.16835922963002478
1382605952.0,1310727424.0,0.33428399236064416,0.3169053305155327
10081999872.0,-8320625152.0,0.18997550118114068,-0.15678585136482778
4876000256.0,3975624960.0,0.5033030551516139,0.410365890781654
3846400000.0,2914625024.0,0.3368480012683869,0.2552479237160004
4901300224.0,1653387520.0,0.1335893577441272,0.04506456793187359
5172766208.0,5036831232.0,0.5802334795806446,0.5649855404800512
2695152009216.0,513803878400.0,0.19634315730034782,0.03743086674638652
,,,
15466999808.0,4372125184.0,0.28787059845250196,0.08137365415730761
15900999680.0,16182750208.0,0.3333263498236893,0.33923257439756066
4196000000.0,2922299904.0,0.6522922043030223,0.4542882378490635
15466999808.0,4372125184.0,0.28787059845250196,0.08137365415730761
5244899840.0,4460037632.0,0.5112187262361114,0.4347184554045102
456000000.0,3516250112.0,0.01837227985052736,0.14167002430287756
11941000192.0,-1614125056.0,0.38709155186721994,-0.05232511203319502
4442999808.0,3122374912.0,0.20762652494609393,0.14591219459207005
10257999872.0,-6944249856.0,0.13104241107682313,-0.0887103973099096
4442999808.0,3122374912.0,0.20762652494609393,0.14591219459207005
-95592000.0,4187659776.0,-0.20676498913795974,9.057885891058989
1596999936.0,2520499968.0,0.36704203918853356,0.5792921008791785
1715977984.0,1514491648.0,0.3371745251063027,0.2975842388149554
11934999552.0,5593999872.0,0.16417231539547825,0.07694846634111117
4562999808.0,,1.2792261637593287,
3234099968.0,2353625088.0,0.15585948468621585,0.11342716582353629
3776000000.0,2978385920.0,0.19022669657193694,0.15004462782785202
12926000128.0,2001250048.0,0.2004745908176849,0.031038200566593115
5622000128.0,1450375040.0,0.2347390437558832,0.060558456461315975
2676999936.0,2084249984.0,0.36636102454376857,0.28524018595403255
2695152009216.0,513803878400.0,0.19634315730034782,0.03743086674638652
3060699904.0,1781549952.0,0.13261322703208542,0.07719054322993728
7568000000.0,5829250048.0,0.019691462738270528,0.015167344095170943
2763000064.0,1933624960.0,0.2898049115696425,0.20281360751414498
23292999680.0,9313000448.0,0.12604027930621686,0.050393388304242774
5736999936.0,2445750016.0,0.3338570726256983,0.14232716573556797
2763000064.0,1933624960.0,0.2898049115696425,0.20281360751414498
23292999680.0,9313000448.0,0.12604027930621686,0.050393388304242774
6546999808.0,5286374912.0,0.01733868233971476,0.014000118835470962
2908467968.0,1294162048.0,0.16986710144052983,0.07558465773280258
2165904896.0,1556821248.0,0.20946489212091346,0.1505603479479211
6273999872.0,1893874944.0,0.0648804048110857,0.01958485424532254
14520999936.0,,0.6321448526427009,
2972000000.0,2474125056.0,0.07338090753796114,0.061088002009316605
5016999936.0,3491124992.0,0.09979511445709609,0.06944333717461476
7484000256.0,,0.2928012561066415,
,,,
2348054016.0,569770880.0,0.33744734149027006,0.08188383546734032
,,,
46556327936.0,30285719552.0,0.4244823229635472,0.2761333025604599
60903632896.0,12349138944.0,0.14200387688641317,0.028793448319437778
-1002000000.0,-3343749888.0,-0.04072839712487498,-0.13591374583305413
46556327936.0,30285719552.0,0.4244823229635472,0.2761333025604599
-22851999744.0,,-0.41705296999627955,
4164000000.0,3524875008.0,0.11222207114201622,0.09499730401404684
-7088999936.0,,-0.23166666845141615,
3148999936.0,3132000000.0,0.1879775510983763,0.18696275071633237
7724000256.0,5477875200.0,0.2441908370079193,0.17318059111583273
,,,
5292000256.0,4468125184.0,0.0201967009460304,0.01705241567748614
2624600064.0,2128974976.0,0.16691788169755065,0.13539738798886722
,,,
1075096960.0,876034752.0,0.26723629299591817,0.21775550333625582
2511000064.0,1363374976.0,0.3431265400491668,0.18630431158144958
7724000256.0,5477875200.0,0.2441908370079193,0.17318059111583273
2103000064.0,1632249984.0,0.24510490987725606,0.1902389315502525
2119800064.0,984899968.0,0.18350863620737676,0.08526164943467471
-17670000640.0,,-0.26931049648360916,
4307999744.0,3383124992.0,0.3720206950572282,0.2921524108125201
1806909056.0,388593504.0,0.2694449415616651,0.05794677580968561
2612000000.0,2032499968.0,0.2354638019283287,0.1832236485009519
8574000128.0,9163750400.0,0.4165371327859994,0.4451880406109734
4124000000.0,,0.16412623828932704,
6057999872.0,,0.28521655960306597,
4498100224.0,3361499904.0,0.3783668128966017,0.2827593743782069
6771999744.0,4373499904.0,0.32076542155021337,0.20715705749979096
3147000064.0,2327000064.0,0.1993033589923477,0.14737175713340184
8574000128.0,9163750400.0,0.4165371327859994,0.4451880406109734
3492000000.0,2248000000.0,0.3909976346300254,0.2517075265315857
-22851999744.0,,-0.41705296999627955,
202148003840.0,89127624704.0,0.40993565097388057,0.18074178403319108
202148003840.0,89127624704.0,0.40993565097388057,0.18074178403319108
7484000256.0,,0.2928012561066415,
4935000064.0,2069624960.0,0.135774623190413,0.056940738692049915
-68636000256.0,,-3.502908998207765,
4159000064.0,1870850048.0,0.25412440617573484,0.11431321235292123
-68636000256.0,,-3.502908998207765,
3172000000.0,3172750080.0,0.17840269195650915,0.17844487868134606
7479000064.0,4042374912.0,0.08281199997895602,0.04475961335243497
,,,
7484000256.0,,0.2928012561066415,
3847000064.0,,0.19962638426775525,
2728999936.0,,0.1790212470592076,
4184000000.0,3329062400.0,0.21452008717860083,0.17068612721582269
2488000000.0,1501874944.0,0.3667993478585938,0.22141750402908444
-10316000256.0,,-0.4021205430113935,
3529999872.0,,0.11738493654891302,
6808000000.0,-6910249984.0,0.3704429131434281,-0.3760066296448718
6808000000.0,-6910249984.0,0.3704429131434281,-0.3760066296448718
-10316000256.0,,-0.4021205430113935,
5344000000.0,580875008.0,0.4702983234625131,0.05111986197673538
12862999552.0,,0.4408760394252628,
807120994304.0,,0.13530623135427336,
1423000064.0,703124992.0,0.18430256129974926,0.09106657140632828
3920000000.0,2730125056.0,0.19601961074275284,0.13651991090718274
6454000128.0,12048000000.0,0.03410231955752965,0.06366047999389152
3241999872.0,1665500032.0,0.11829525858783503,0.06077136481869902
3234831872.0,1520323840.0,0.17114271195127198,0.0804345806265667
2928999936.0,2286249984.0,0.3120937619578051,0.24360681934905024
3241999872.0,1665500032.0,0.11829525858783503,0.06077136481869902
3367000064.0,2771124992.0,0.14387659211825438,0.11841402215746584
5106115072.0,2936928512.0,0.5283832561597411,0.30391478225560514
8805000192.0,2117250048.0,0.1608042996779513,0.03866699645516018
-24253999104.0,,-0.9532305984918658,
-40661000192.0,,-0.3016931892419154,
-5345999872.0,,-0.3024953081878857,
-17670000640.0,,-0.26931049648360916,
5487000064.0,2310625024.0,0.3678353551904278,0.1548987728269381
477615008.0,365748640.0,0.2538573021523021,0.19439917393942857
4963999744.0,1552999936.0,0.35068878921457064,0.10971387898728822
-5345999872.0,,-0.3024953081878857,
-17670000640.0,,-0.26931049648360916,
-7625014784.0,,-1.3035859933415836,
-17670000640.0,,-0.26931049648360916,
4020951040.0,2046775552.0,0.666336613081746,0.33918380887776267
2952600064.0,-4705900032.0,0.244868514099819,-0.3902752568449889
-17670000640.0,,-0.26931049648360916,
832668992.0,1157904896.0,0.2168543861331099,0.30155651025203833
9406999552.0,3790690304.0,0.06891221428789185,0.027769201123512704
9406999552.0,3790690304.0,0.06891221428789185,0.027769201123512704
10672000000.0,3611000064.0,0.4681112351996562,0.1583910888554233
6065999872.0,1010249984.0,0.18784838102592546,0.03128483810259255
9406999552.0,3790690304.0,0.06891221428789185,0.027769201123512704
4225999872.0,1735374976.0,0.22833369609683804,0.09376351026639161
4296999936.0,1689250048.0,0.21224993308214438,0.08344035722299094
4204000000.0,1454625024.0,0.3452126822292021,0.11944695674899083
4296999936.0,1689250048.0,0.21224993308214438,0.08344035722299094
4743499776.0,2850962432.0,0.3337155569227267,0.20057142630729435
2356000000.0,2054000000.0,0.48808785865193055,0.42552311615919586
20679999488.0,6248450048.0,0.19424223173883845,0.05869017951071297
2053715968.0,1438209536.0,0.2681383927929807,0.1877763037788186
20679999488.0,6248450048.0,0.19424223173883845,0.05869017951071297
13831999488.0,6640875008.0,0.3640191638222221,0.1747690758344288
9633000448.0,15664374784.0,0.20136712714630514,0.3274462786360606
-18557999104.0,,-1.2487719200327714,
11941000192.0,-1614125056.0,0.38709155186721994,-0.05232511203319502
1689600000.0,970537472.0,0.25987049157180936,0.14927441402550967
-15539000.0,85713376.0,-0.0063116301705212294,0.03481505437794133
3192000000.0,2536124928.0,0.18582988949718304,0.1476465586219584
1676999936.0,2224250112.0,0.26421931412164934,0.35044118154792925
,,,
,,,
2545999872.0,2373750016.0,0.2927782569109398,0.27297031695482954
20867999744.0,9012249600.0,0.1497470505742483,0.06467116221941568
6571200000.0,-4070799872.0,0.317960780928896,-0.1969738717899881
-18557999104.0,,-1.2487719200327714,
-8008000000.0,,-0.22198198316342455,
275576992.0,262484368.0,0.11522752850843296,0.10975308489011307
11143000064.0,3591249920.0,0.13829352219414456,0.04457027709447565
6560999936.0,2174874880.0,0.2541053396959347,0.08423217887050977
5569999872.0,292624992.0,0.3488007837520977,0.018324565332243394
2400900096.0,1903687552.0,0.3788163404089489,0.3003656640824719
3760000000.0,1495124992.0,0.22676557242995055,0.09017097730457586
1742082048.0,1288606848.0,0.005501525064611516,0.00406944258500392
6678000128.0,2295249920.0,0.38954675978936054,0.13388846242962948
259663462400.0,114654560256.0,0.2803471758178653,0.12378746653579577
4058841088.0,1484232192.0,0.8407455222646715,0.30744282477931745
5504000000.0,2899000064.0,0.11720862481028557,0.061734704001884064
2591000064.0,4043249920.0,0.16285355917886654,0.2541326220984869
259663462400.0,114654560256.0,0.2803471758178653,0.12378746653579577
,,,
2091666048.0,1128346880.0,0.18066594744381062,0.09746004067685077
5005000192.0,2309625088.0,0.3177979637426371,0.14665217219142695
2376312064.0,1939424256.0,0.4179620117752888,0.3411191972653103
3968999936.0,,0.2184850831167165,
2410400000.0,2110612480.0,0.3227594661312906,0.28261705827034483
12519000064.0,4332125184.0,0.143853561951753,0.04977966573635232
2513999872.0,1407874944.0,0.20739150242217977,0.11614212996216979
1120499968.0,657049984.0,0.1441268738423544,0.0845145585511422
3254000128.0,3369374976.0,0.1521556190766035,0.15755049637616242
1990838016.0,949285632.0,0.07641513071491846,0.036436809560639806
2912999936.0,924249984.0,0.1990161918210823,0.06314477039053949
2180999936.0,1090875008.0,0.15352667297962733,0.07678973660220426
2912999936.0,924249984.0,0.1990161918210823,0.06314477039053949
995000000.0,2310249984.0,0.04429506185665514,0.10284690044785583
7530999808.0,-2038875008.0,0.526569692392608,-0.14255873232782004
3661616128.0,2443675392.0,0.6685242200481903,0.4461571416499277
8743000064.0,2785499904.0,0.13203358623484707,0.04206559980438566
2844000000.0,1225500032.0,0.08434163573004397,0.036343416767264845
305142005760.0,242932744192.0,0.33726368404617546,0.26850578004682335
3857070080.0,3360337920.0,1.7597705136695505,1.5331387464916553
2358000128.0,1904000000.0,0.2907163246694804,0.234742939831889
23970000896.0,1409874944.0,0.12777186327394424,0.007515325066516335
7530999808.0,-2038875008.0,0.526569692392608,-0.14255873232782004
12519000064.0,4332125184.0,0.143853561951753,0.04977966573635232
305142005760.0,242932744192.0,0.33726368404617546,0.26850578004682335
7036000256.0,3494500096.0,0.08002184166928006,0.039743650258814885
4653000192.0,-5927000064.0,0.34890521995804796,-0.44443610051355104
5090999808.0,2235375104.0,0.2792496339246146,0.12261396641486522
15228999680.0,2865125120.0,0.2085849936650601,0.0392423742571649
763000000.0,3090625024.0,0.14827050504831416,0.6005878548144666
4608999936.0,-5987500032.0,0.30268601787060584,-0.3932160049581318
1488999936.0,922374976.0,0.09998656395403167,0.06193761483642027
2507000064.0,2885874944.0,0.11729752966524164,0.13502432916332688
1908999936.0,1112875008.0,0.059169944897037585,0.03449384762087821
6072000000.0,2535875072.0,0.5286435601892412,0.22077964859308766
4475599872.0,204050000.0,0.1439118105395252,0.006561177446693366
28608000000.0,2345250048.0,0.9153681190365508,0.07504079715842213
17806999552.0,,0.8234070137325668,
10257999872.0,-6944249856.0,0.13104241107682313,-0.0887103973099096
905809024.0,625739008.0,0.2243370412629109,0.15497354733519297
6640999936.0,3010500096.0,0.1871864256124806,0.08485540697289803
114455000.0,-1597284224.0,0.029766796634431332,-0.41541247357645766
3145160960.0,2465391872.0,0.6610103897629941,0.518145068870891
3361999872.0,-119125000.0,0.025284658541287242,-0.0008959057297462153
6465999872.0,1676625024.0,0.048303476266687295,0.012525026083841843
1900899968.0,1509437440.0,0.3411705388979664,0.27091145957532403
7237000192.0,3760375040.0,0.2965011488115131,0.15406321538510462
3140999936.0,2477374976.0,0.18286079919095832,0.14422629011064111
1102300971008.0,718927233024.0,0.24603581626633586,0.16046601905050337
114455000.0,-1597284224.0,0.029766796634431332,-0.41541247357645766
1102300971008.0,718927233024.0,0.24603581626633586,0.16046601905050337
1426499968.0,626912512.0,0.15686167013799002,0.06893694067206788
2910700032.0,1801437440.0,0.0841846181786002,0.05210201030397179
2306981120.0,863770240.0,0.24983543258441482,0.0935423396806749
2116999936.0,1366499968.0,0.1343359347790151,0.08671235527934103
794899968.0,1261549952.0,0.1398216326055316,0.2219046181947639
6880999936.0,4572125184.0,0.37849285109428876,0.25149203786479435
2397782016.0,1145347072.0,0.11280430054400409,0.053883161386211305
3192000000.0,2536124928.0,0.18582988949718304,0.1476465586219584
2062000000.0,1113874944.0,0.11795663215843677,0.06371917412216652
14419000320.0,7225874944.0,0.28992821602250596,0.14529336189900613
1424000000.0,640875008.0,0.03737140608341591,0.016819101244859844
5600999936.0,2607624960.0,0.03810929922872397,0.017742324765655803
15228999680.0,2865125120.0,0.2085849936650601,0.0392423742571649
6056000000.0,2254500096.0,0.026188221071806583,0.009749231657935462
5290999808.0,1448999936.0,0.1892819991844047,0.05183700900715558
1203693056.0,1047263872.0,0.4215619699572747,0.3667767449058069
1800494976.0,873605888.0,0.3921912373391559,0.19029243554050995
459074011136.0,593408753664.0,0.02122966418541915,0.027441911890853557
1732999936.0,1054875008.0,0.05736320934903753,0.034916917573949435
3159000064.0,13649750016.0,0.11530880761859595,0.49823879922430764
24818999296.0,-14163375104.0,0.019617979776547206,-0.01119532673513978
1206221056.0,583103104.0,0.0506079504581373,0.024464548063085775
459074011136.0,593408753664.0,0.02122966418541915,0.027441911890853557
1912000000.0,1514125056.0,0.18261700765281097,0.14461557894292096
1206221056.0,583103104.0,0.0506079504581373,0.024464548063085775
18525999104.0,4231875072.0,0.10000539057907201,0.02284412932773067
2825008128.0,1726671360.0,0.46766476394413986,0.2858410728025725
5825999872.0,-1859124992.0,0.24514011470730473,-0.07822624850790538
965505024.0,823317376.0,0.3201217097799943,0.27297814050183383
4020951040.0,2046775552.0,0.666336613081746,0.33918380887776267
3048999936.0,1330499968.0,0.4713976587318801,0.2057050124706993
10188999680.0,3556000000.0,0.25299198476077345,0.08829517382115673
10188999680.0,3556000000.0,0.25299198476077345,0.08829517382115673
637870976.0,,0.18091570950801594,
1335804032.0,765877504.0,0.19765543517318085,0.11332489475706983
2872000000.0,1951374976.0,0.14565371268798175,0.09896414000724973
6385999872.0,2987249920.0,0.06045058480829138,0.0282776398766144
2486000128.0,1922749952.0,0.22561032501290337,0.17449405440628538
2486000128.0,1922749952.0,0.22561032501290337,0.17449405440628538
1490116992.0,1117176576.0,0.4989143618713192,0.3740481059574585
12145999872.0,4515250176.0,0.4473664756809242,0.16630755634300673
15228999680.0,2865125120.0,0.2085849936650601,0.0392423742571649
5112999936.0,1311124992.0,0.369864,0.09484411111111112
4252999936.0,2656250112.0,0.03618065644647596,0.022596960776955274
4510000128.0,-4188499968.0,0.32313534899749324,-0.3001003016680334
1460392960.0,1661946240.0,0.28002066729686936,0.3186671723864808
6268000256.0,3839249920.0,0.12639390450854857,0.07741827823131038
1976000000.0,1755000064.0,0.26438319960410084,0.2348140345271871
1349560064.0,525476128.0,0.8118152830833132,0.31609526910678004
3419000064.0,1096875008.0,0.12383643275473692,0.03972889313421888
24818999296.0,-14163375104.0,0.019617979776547206,-0.01119532673513978
1813820032.0,1420693376.0,0.25985242704403205,0.20353211196587973
1751587968.0,1207525632.0,0.34035690976996286,0.23463833965748124
,,,
1751587968.0,1207525632.0,0.34035690976996286,0.23463833965748124
46543998976.0,-2812499968.0,0.2220642360467845,-0.013418607565232468
925406016.0,733933504.0,0.36336641948801146,0.28818354849637173
101100000.0,1226212480.0,0.01743343986462971,0.21144511900433688
,,,
2516999936.0,-965750016.0,0.22606429917942966,-0.0867388184747109
2924999936.0,1774749952.0,0.1400593673833751,0.08498131999302558
5172766208.0,5036831232.0,0.5802334795806446,0.5649855404800512
2091000064.0,1916499968.0,0.13810184515451066,0.1265768406114026
1834000000.0,1348625024.0,0.23191705353702147,0.17053933581917932
400528000.0,290606496.0,0.24011808518809918,0.17421971837859776
403755008.0,257751504.0,0.1293746129736364,0.0825909286885494
649949020160.0,312677990400.0,0.09074872973821736,0.043657470918124205
1622000000.0,1214625024.0,0.14573225013825838,0.10913072615398034
1622000000.0,1214625024.0,0.14573225013825838,0.10913072615398034
7582000128.0,-419624992.0,0.565398970944897,-0.03129194601084035
4739844096.0,-2688983296.0,0.3851299809962492,-0.2184899048814013
5432999936.0,2056000000.0,0.20918680792178238,0.07916217230877297
